"ALIGN_SPLIT","OPTIMIZE_SPLIT","OPTIMIZE_REPS","CUDA_THREADS","N_RESTART","CLIPPING","SIM_THRESH","BUFFER_SIZE","WORKER_PARS","WORKER_BUCK","WORKER_DS","TIME_TOTAL","THROUG","AVG_RMSD","RMSD_0.75","-RMSD^3*TIME"
8,48,1,96,256,50,4,1048576,20,4,6,130.617,3442.13,1.71,2.215611,-1420.6275828355
8,8,1,32,256,256,1,5242880,20,4,6,136.675,3289.56,1.58,2.24434975,-1545.11458486289
8,8,1,32,256,50,4,52428800,20,4,6,85.576,5253.82,1.99,2.4906585,-1322.19203395378
8,8,1,192,256,256,1,1048576,20,4,6,150.537,2986.64,1.58,2.24434975,-1701.82487112862
8,72,1,64,256,256,4,10485760,20,4,6,269.27,1669.7,1.52,1.96555925,-2044.77906295681
8,48,5,160,256,50,4,20971520,20,4,6,394.847,1138.67,1.63,2.14130375,-3876.71322087263
48,8,1,96,256,50,1,20971520,20,4,6,139.889,3213.98,2.06,2.638675,-2570.04822594595
8,8,1,96,256,10,1,20971520,20,4,6,76.968,5841.4,2.31,3.2368365,-2610.19221414308
8,8,1,224,256,10,1,20971520,20,4,6,72.278,6220.44,2.31,3.2368365,-2451.14168035851
72,72,1,96,256,50,1,20971520,20,4,6,294.102,1528.72,1.69,2.12309525,-2814.53344617672
72,8,1,96,256,256,1,2097152,20,4,6,292.491,1537.14,1.6,2.15311,-2919.51802789857
8,72,1,32,256,50,1,2097152,20,4,6,147.83,3041.33,1.67,2.1650705,-1500.30205709879
8,8,1,32,256,10,1,10485760,20,4,6,79.194,5677.21,2.31,3.2368365,-2685.68187047666
72,8,1,192,256,256,1,5242880,20,4,6,290.364,1548.4,1.6,2.15311,-2898.28723842012
8,72,1,96,1024,256,4,10485760,20,4,6,619.714,725.49,1.59,2.049649,-5336.17166523841
8,8,1,96,256,10,4,1048576,20,4,6,74.454,6038.64,2.33,3.24027675,-2532.99509482033
8,72,1,32,256,50,1,5242880,20,4,6,146.496,3069.03,1.67,2.1650705,-1486.76351320263
8,8,1,64,256,50,1,5242880,20,4,6,93.491,4809.02,1.98,2.4906585,-1444.48274570408
8,8,5,64,256,256,1,52428800,20,4,6,249.037,1805.35,1.54,2.011685,-2027.42038538264
8,72,5,32,256,256,1,52428800,20,4,6,595.393,755.13,1.49,1.96179825,-4495.38355733566
8,48,5,224,256,50,4,10485760,20,4,6,416.019,1080.72,1.63,2.14130375,-4084.58556715439
72,8,1,96,256,50,1,5242880,20,4,6,220.618,2037.91,1.94,2.31255925,-2728.4722993339
48,8,1,32,256,50,1,5242880,20,4,6,132.409,3395.54,2.06,2.638675,-2432.62526395411
72,72,1,192,256,50,1,2097152,20,4,6,293.475,1531.99,1.69,2.12309525,-2808.53310455798
48,8,1,128,256,256,1,20971520,20,4,6,204.239,2201.34,1.73,2.251652,-2331.53792812499
12,8,1,192,256,256,1,20971520,20,4,6,151.421,2969.21,1.61,2.03661625,-1279.1271700609
72,8,1,32,256,256,4,52428800,20,4,6,276.789,1624.34,1.6,2.15311,-2762.78748892792
8,48,1,96,256,50,1,10485760,20,4,6,130.111,3455.51,1.68,2.11714775,-1234.71725300927
8,72,1,32,256,256,1,20971520,20,4,6,223.374,2012.77,1.52,1.96555925,-1696.25460841874
48,72,1,128,256,10,1,20971520,20,4,6,181.99,2470.47,2.14,2.76661225,-3853.82874490561
8,72,5,32,256,256,1,1048576,20,4,6,592.315,759.05,1.49,1.96179825,-4472.14379706055
72,72,1,96,256,256,1,10485760,20,4,6,388.707,1156.65,1.57,2.07924225,-3494.11855032746
48,72,1,128,256,50,1,5242880,20,4,6,207.315,2168.68,1.89,2.4280985,-2967.76581524324
72,8,1,192,256,50,1,5242880,20,4,6,218.384,2058.76,1.94,2.31255925,-2700.84351511542
8,48,1,224,256,50,4,1048576,20,4,6,141.092,3186.58,1.71,2.215611,-1534.55665738324
8,48,5,64,256,50,1,52428800,20,4,6,386.361,1163.68,1.6,2.11551375,-3657.97589028777
72,72,1,32,256,10,4,1048576,20,4,6,257.639,1745.08,1.93,2.68203125,-4970.5346557698
72,8,1,256,256,50,1,10485760,20,4,6,221.041,2034.01,1.94,2.31255925,-2733.70371192316
8,72,5,96,1024,256,4,20971520,20,4,6,2087.057,215.42,1.52,1.9530985,-15549.1534589566
8,8,1,192,1024,256,1,20971520,20,4,6,310.543,1447.78,1.76,2.39431625,-4262.51856321754
8,72,1,256,1024,256,1,20971520,20,4,6,628.725,715.09,1.56,2.049649,-5413.76268767047
72,8,1,32,1024,256,4,1048576,20,4,6,832.663,539.95,1.77,2.19253775,-8776.28070696864
72,8,1,256,256,256,4,52428800,20,4,6,293.879,1529.88,1.6,2.15311,-2933.37244059066
8,72,1,128,256,10,1,10485760,20,4,6,128.291,3504.54,1.97,2.50946075,-2027.3905247583
32,48,1,224,256,50,1,2097152,20,4,6,166.219,2704.87,1.72,2.1221715,-1588.62758231662
72,8,5,256,1024,256,1,2097152,20,4,6,1193.705,376.64,1.71,2.174062,-12266.2775829445
72,72,1,32,1024,256,4,10485760,20,4,6,1120.755,401.15,1.6,2.07916875,-10073.4886694038
8,72,1,256,256,50,1,20971520,20,4,6,159.395,2820.67,1.67,2.1650705,-1617.67331658839
32,48,1,128,256,50,1,10485760,20,4,6,148.661,3024.33,1.72,2.1221715,-1420.81810752544
48,8,1,160,256,50,4,1048576,20,4,6,134.346,3346.59,2.05,2.638675,-2468.2119320528
32,32,1,64,256,256,4,1048576,20,4,6,241.836,1859.11,1.57,2.05911475,-2111.3615078567
8,8,5,224,256,256,4,5242880,20,4,6,263.881,1703.8,1.54,2.011685,-2148.2659954752
72,8,5,192,256,256,1,1048576,20,4,6,438.832,1024.54,1.57,1.9799195,-3405.97054716666
8,32,1,224,256,256,4,10485760,20,4,6,206.627,2175.9,1.56,2.06485625,-1819.09984973216
8,8,1,32,256,50,1,5242880,20,4,6,82.202,5469.46,1.98,2.4906585,-1270.06204514196
8,8,1,64,256,50,1,20971520,20,4,6,90.678,4958.21,1.98,2.4906585,-1401.02048769352
32,8,1,64,256,50,4,1048576,20,4,6,121.757,3692.6,2,2.5737495,-2075.83468673679
8,48,5,64,256,50,4,2097152,20,4,6,379.026,1186.2,1.63,2.14130375,-3721.37842064007
8,8,1,128,256,50,1,2097152,20,4,6,82.95,5420.14,1.98,2.4906585,-1281.61901954363
72,72,1,32,256,256,1,2097152,20,4,6,364.632,1233.02,1.57,2.07924225,-3277.70643503462
72,72,1,192,256,256,1,20971520,20,4,6,383.573,1172.13,1.57,2.07924225,-3447.9686105595
8,72,1,32,256,10,4,52428800,20,4,6,124.613,3607.97,2.04,2.70508175,-2466.63298509334
8,72,1,160,256,50,1,5242880,20,4,6,147.14,3055.6,1.67,2.1650705,-1493.29936198009
72,8,1,160,256,10,1,5242880,20,4,6,191.112,2352.55,2.44,3.29712625,-6850.06493555008
32,32,1,224,256,50,1,5242880,20,4,6,147.195,3054.45,1.77,2.22143575,-1613.59421511633
72,8,1,256,256,50,1,5242880,20,4,6,220.527,2038.75,1.94,2.31255925,-2727.34686541989
8,8,1,256,1024,256,1,5242880,20,4,6,309.675,1451.84,1.76,2.39431625,-4250.60438027711
8,8,1,64,256,256,1,20971520,20,4,6,154.261,2914.54,1.58,2.24434975,-1743.9247922117
8,48,1,224,256,256,4,52428800,20,4,6,226.548,1984.57,1.52,1.91353025,-1587.32636190856
8,72,1,192,256,10,4,1048576,20,4,6,130.085,3456.2,2.04,2.70508175,-2574.9476528602
48,32,1,64,256,50,1,10485760,20,4,6,203.636,2207.86,1.9,2.5146795,-3238.19115199499
8,72,5,128,256,50,4,10485760,20,4,6,504.936,890.41,1.67,2.1420505,-4962.78489095887
8,72,1,192,256,10,1,10485760,20,4,6,133.693,3362.93,1.97,2.50946075,-2112.7586613754
8,48,1,160,256,10,1,10485760,20,4,6,103.205,4356.38,1.99,2.650463,-1921.61321164993
48,72,1,192,256,50,1,10485760,20,4,6,215.273,2088.51,1.89,2.4280985,-3081.68656558792
72,72,1,128,256,256,1,5242880,20,4,6,372.589,1206.69,1.57,2.07924225,-3349.23254931853
32,8,1,224,256,256,1,2097152,20,4,6,188.055,2390.79,1.58,2.0901465,-1717.17701462033
8,8,1,32,1024,256,1,20971520,20,4,6,293.783,1530.38,1.76,2.39431625,-4032.47051473625
72,72,1,192,256,50,4,1048576,20,4,6,294.831,1524.94,1.74,2.2805385,-3496.91737256845
8,8,1,96,256,10,1,2097152,20,4,6,75.231,5976.27,2.31,3.2368365,-2551.28586506338
8,48,5,96,256,256,4,2097152,20,4,6,491.463,914.82,1.47,1.88879075,-3311.63427588887
8,8,5,128,256,256,4,5242880,20,4,6,248.165,1811.7,1.54,2.011685,-2020.32139777817
48,72,1,224,256,10,1,20971520,20,4,6,210.117,2139.76,2.14,2.76661225,-4449.44741135959
8,12,1,96,256,50,1,10485760,20,4,6,90.735,4955.1,2,2.584616,-1566.61733938509
48,8,1,192,256,50,4,52428800,20,4,6,136.798,3286.6,2.05,2.638675,-2513.26020782873
8,8,1,256,256,10,1,10485760,20,4,6,72.003,6244.19,2.31,3.2368365,-2441.81568957157
32,32,1,160,256,256,1,20971520,20,4,6,212.115,2119.6,1.57,2.05911475,-1851.88080450811
72,8,1,32,256,50,4,1048576,20,4,6,209.039,2150.79,1.96,2.3712465,-2787.13129503732
32,8,1,160,256,50,1,10485760,20,4,6,103.689,4336.05,1.97,2.5737495,-1767.79341502379
8,8,1,224,256,50,1,5242880,20,4,6,89.665,5014.23,1.98,2.4906585,-1385.36913064954
8,32,1,160,256,30,4,1048576,20,4,6,99.71,4509.08,1.86,2.489371,-1538.18153646266
8,72,1,96,256,10,1,2097152,20,4,6,133.025,3379.82,1.97,2.50946075,-2102.20221649198
8,32,1,224,256,50,4,52428800,20,4,6,121.524,3699.68,1.79,2.4493885,-1785.80929646158
8,72,1,32,256,256,1,10485760,20,4,6,223.484,2011.78,1.52,1.96555925,-1697.08992500405
8,8,1,160,256,10,1,20971520,20,4,6,80.003,5619.8,2.31,3.2368365,-2713.11723973715
8,72,1,128,256,50,1,2097152,20,4,6,149.732,3002.7,1.67,2.1650705,-1519.605138426
32,8,1,128,256,50,4,52428800,20,4,6,103.833,4330.03,2,2.5737495,-1770.24847054331
8,48,5,64,256,256,4,5242880,20,4,6,481.06,934.6,1.47,1.88879075,-3241.53554745545
8,72,1,160,256,256,1,5242880,20,4,6,231.394,1943.01,1.52,1.96555925,-1757.15678127467
72,72,1,192,256,256,1,5242880,20,4,6,383.107,1173.56,1.57,2.07924225,-3443.77969900285
32,8,1,224,256,256,1,20971520,20,4,6,189.258,2375.59,1.58,2.0901465,-1728.1619070645
32,8,1,224,256,50,1,20971520,20,4,6,113.554,3959.35,1.97,2.5737495,-1935.98176710751
8,72,1,32,256,10,4,1048576,20,4,6,126.746,3547.25,2.04,2.70508175,-2508.85432762746
8,48,1,160,256,50,4,52428800,20,4,6,125.426,3584.59,1.71,2.215611,-1364.16879276607
8,72,1,256,256,10,4,52428800,20,4,6,135.777,3311.31,2.04,2.70508175,-2687.61707700656
8,48,1,96,256,256,1,1048576,20,4,6,213.36,2107.24,1.52,1.91353025,-1494.92360372553
72,8,1,256,256,50,1,2097152,20,4,6,220.456,2039.41,1.94,2.31255925,-2726.46877961886
32,48,1,32,256,50,4,1048576,20,4,6,145.641,3087.04,1.73,2.22309875,-1600.14712539525
32,32,1,64,256,256,4,52428800,20,4,6,242.22,1856.16,1.57,2.05911475,-2114.71403940294
32,72,5,96,256,256,4,1048576,20,4,6,649.487,692.24,1.5,1.82033275,-3917.62453314168
32,32,1,224,256,256,4,1048576,20,4,6,236.506,1901.01,1.57,2.05911475,-2064.82767155079
72,8,1,32,256,10,1,20971520,20,4,6,191.109,2352.58,2.44,3.29712625,-6849.95740596111
72,72,1,32,256,50,1,20971520,20,4,6,281.494,1597.19,1.69,2.12309525,-2693.87585904914
72,72,1,192,256,256,1,1048576,20,4,6,384.639,1168.89,1.57,2.07924225,-3457.55097047237
48,8,1,224,256,50,4,1048576,20,4,6,151.046,2976.58,2.05,2.638675,-2775.02522954794
8,32,1,160,256,50,1,10485760,20,4,6,110.224,4078.97,1.75,2.3551675,-1439.93061799928
32,8,5,128,256,256,1,10485760,20,4,6,274.161,1639.91,1.57,2.03247925,-2301.88719472694
32,8,1,224,256,256,1,10485760,20,4,6,189.309,2374.95,1.58,2.0901465,-1728.62760075914
48,8,1,64,256,256,1,5242880,20,4,6,236.888,1897.94,1.73,2.251652,-2704.25020058693
8,32,1,64,256,50,4,1048576,20,4,6,126.856,3544.18,1.79,2.4493885,-1864.16365583695
8,32,1,224,256,50,1,20971520,20,4,6,122.723,3663.54,1.75,2.3551675,-1603.21350370814
72,8,1,32,256,10,1,5242880,20,4,6,191.325,2349.93,2.44,3.29712625,-6857.69953636673
32,8,1,64,256,256,1,2097152,20,4,6,192.009,2341.56,1.58,2.0901465,-1753.28197282835
8,8,1,256,256,10,4,1048576,20,4,6,76.859,5849.68,2.33,3.24027675,-2614.81545642673
32,48,1,128,256,50,4,1048576,20,4,6,149.109,3015.25,1.73,2.22309875,-1638.24979037881
32,32,1,256,256,256,1,20971520,20,4,6,223.464,2011.96,1.57,2.05911475,-1950.96382669119
8,8,5,192,256,256,1,10485760,20,4,6,288.368,1559.12,1.54,2.011685,-2347.61566229926
8,8,5,128,256,50,1,52428800,20,4,6,167.369,2686.28,1.84,2.37724825,-2248.52971049888
32,8,1,64,256,50,4,52428800,20,4,6,121.167,3710.58,2,2.5737495,-2065.77577870543
48,72,1,160,256,10,1,10485760,20,4,6,184.046,2442.87,2.14,2.76661225,-3897.36669698828
8,32,1,32,256,50,1,10485760,20,4,6,107.359,4187.82,1.75,2.3551675,-1402.50318640028
32,8,1,128,256,256,1,2097152,20,4,6,169.742,2648.73,1.58,2.0901465,-1549.9564532487
8,32,1,224,256,50,1,2097152,20,4,6,121.32,3705.9,1.75,2.3551675,-1584.88516634919
8,8,1,64,256,256,1,1048576,20,4,6,156.16,2879.1,1.58,2.24434975,-1765.39303875755
8,8,5,224,256,50,4,20971520,20,4,6,182.08,2469.24,1.87,2.4576415,-2702.82446024949
32,32,1,256,256,50,1,20971520,20,4,6,140.785,3193.52,1.77,2.22143575,-1543.32593889162
32,8,1,160,256,50,1,20971520,20,4,6,103.197,4356.72,1.97,2.5737495,-1759.40530866543
48,72,1,192,256,256,4,52428800,20,4,6,303.09,1483.39,1.6,2.09653375,-2793.04017043513
72,72,1,32,256,50,4,52428800,20,4,6,281.325,1598.15,1.74,2.2805385,-3336.72605607218
8,32,5,256,256,50,1,5242880,20,4,6,298.431,1506.54,1.62,2.124655,-2862.26073715807
32,72,1,224,256,50,1,5242880,20,4,6,198.219,2268.2,1.74,2.150469,-1971.26422349814
32,8,1,224,256,50,1,2097152,20,4,6,113.608,3957.47,1.97,2.5737495,-1936.90241292733
48,8,1,160,256,256,4,52428800,20,4,6,203.247,2212.09,1.73,2.251652,-2320.21352081444
32,32,1,32,256,50,1,20971520,20,4,6,128.269,3505.14,1.77,2.22143575,-1406.12192247533
32,8,5,32,256,50,4,20971520,20,4,6,191.146,2352.13,1.87,2.38772275,-2602.05760170163
8,72,1,32,256,10,1,20971520,20,4,6,126.228,3561.81,1.97,2.50946075,-1994.78880949708
8,48,1,32,256,256,1,20971520,20,4,6,198.924,2260.16,1.52,1.91353025,-1393.77663548695
8,32,1,96,256,30,1,10485760,20,4,6,105.178,4274.66,1.79,2.37161875,-1403.00601815405
72,8,1,128,256,10,4,1048576,20,4,6,190.209,2363.72,2.48,3.25655075,-6569.08095691084
72,72,1,32,256,50,4,1048576,20,4,6,279.47,1608.76,1.74,2.2805385,-3314.72436111435
8,32,5,256,256,50,1,1048576,20,4,6,295.818,1519.85,1.62,2.124655,-2837.19937521446
8,24,1,256,256,10,1,20971520,20,4,6,87.904,5114.68,1.99,2.63831675,-1614.31931050661
8,72,1,96,256,10,1,20971520,20,4,6,132.544,3392.08,1.97,2.50946075,-2094.60094405347
32,48,1,192,256,50,4,1048576,20,4,6,155.068,2899.37,1.73,2.22309875,-1703.72089206192
8,8,1,160,256,256,4,1048576,20,4,6,143.747,3127.72,1.58,2.24434975,-1625.06373682302
8,72,5,224,256,50,4,2097152,20,4,6,551.326,815.49,1.67,2.1420505,-5418.73097341601
32,48,1,256,256,50,1,2097152,20,4,6,158.593,2834.93,1.72,2.1221715,-1515.74256951576
8,48,1,160,256,50,1,2097152,20,4,6,125.502,3582.42,1.68,2.11714775,-1190.97912311157
8,8,5,160,1024,50,1,10485760,20,4,6,567.839,791.77,1.91,2.5028695,-8903.0709681398
32,32,1,192,256,50,1,2097152,20,4,6,134.603,3340.2,1.77,2.22143575,-1475.55706469176
8,72,1,160,1024,10,1,20971520,20,4,6,452.288,994.05,1.92,2.48814375,-6966.93034188211
72,8,1,96,256,50,4,52428800,20,4,6,220.138,2042.35,1.96,2.3712465,-2935.11502172765
8,72,1,192,256,10,4,52428800,20,4,6,132.19,3401.17,2.04,2.70508175,-2616.61475367329
8,32,1,96,256,50,1,5242880,20,4,6,113.529,3960.23,1.75,2.3551675,-1483.10606701663
8,48,1,64,256,50,1,5242880,20,4,6,150.059,2996.16,1.68,2.11714775,-1424.01823265764
8,48,1,160,256,256,1,2097152,20,4,6,204.912,2194.11,1.52,1.91353025,-1435.73202796496
32,72,1,160,256,50,1,2097152,20,4,6,173.762,2587.45,1.74,2.150469,-1728.04228657941
48,8,1,224,256,50,4,5242880,20,4,6,150.329,2990.78,2.05,2.638675,-2761.85246701476
8,72,1,192,256,50,1,10485760,20,4,6,156.719,2868.83,1.67,2.1650705,-1590.51503812802
32,32,1,256,256,256,4,10485760,20,4,6,221.033,2034.08,1.57,2.05911475,-1929.73985744922
8,8,1,224,256,50,4,1048576,20,4,6,89.737,5010.2,1.99,2.4906585,-1386.48156668821
32,32,1,256,256,256,1,2097152,20,4,6,222.081,2024.49,1.57,2.05911475,-1938.88947479417
8,72,1,160,256,50,1,2097152,20,4,6,149.549,3006.37,1.67,2.1650705,-1517.74790189452
8,8,1,32,256,256,4,10485760,20,4,6,138.195,3253.38,1.58,2.24434975,-1562.29822612129
32,8,1,64,256,256,4,10485760,20,4,6,191.81,2343.99,1.58,2.0901465,-1751.46485429436
8,8,1,192,256,50,4,52428800,20,4,6,81.738,5500.51,1.99,2.4906585,-1262.89301289279
32,8,1,224,256,256,4,52428800,20,4,6,188.119,2389.98,1.58,2.0901465,-1717.76141455086
8,32,1,160,256,50,4,1048576,20,4,6,107.465,4183.69,1.79,2.4493885,-1579.2106583411
48,8,1,32,256,256,1,20971520,20,4,6,198.335,2266.87,1.73,2.251652,-2264.13943945412
32,72,1,224,256,50,4,1048576,20,4,6,196.27,2290.72,1.75,2.150469,-1951.88165183953
8,32,1,32,256,30,1,20971520,20,4,6,97.223,4624.43,1.79,2.37161875,-1296.89149920127
8,8,1,96,256,50,4,1048576,20,4,6,83.997,5352.58,1.99,2.4906585,-1297.79569360586
8,72,1,128,256,256,1,5242880,20,4,6,233.323,1926.94,1.52,1.96555925,-1771.80519666607
32,32,1,64,256,256,4,20971520,20,4,6,244.316,1840.24,1.57,2.05911475,-2133.01327409285
32,8,1,256,256,50,1,10485760,20,4,6,110.272,4077.2,1.97,2.5737495,-1880.02696005847
48,72,1,192,256,50,1,20971520,20,4,6,214.039,2100.55,1.89,2.4280985,-3064.02154850758
32,8,1,96,256,50,1,5242880,20,4,6,105.796,4249.69,1.97,2.5737495,-1803.71565099342
8,72,5,224,256,256,1,52428800,20,4,6,651.466,690.13,1.49,1.96179825,-4918.75037926753
8,32,1,160,256,256,4,52428800,20,4,6,186.165,2415.06,1.56,2.06485625,-1638.9567845702
24,32,1,256,256,256,4,52428800,20,4,6,209.821,2142.78,1.56,2.095239,-1929.96600995324
24,32,1,192,256,256,4,52428800,20,4,6,206.586,2176.33,1.56,2.095239,-1900.20997961215
8,8,1,160,1024,50,4,1048576,20,4,6,188.859,2380.61,2.08,2.821071,-4240.13549949266
8,8,1,160,1024,10,1,1048576,20,4,6,166.573,2699.12,2.27,3.248622,-5710.8683766316
72,72,1,160,256,256,4,10485760,20,4,6,371.864,1209.04,1.57,2.07924225,-3342.71546588811
72,72,1,128,256,50,1,2097152,20,4,6,284.837,1578.45,1.69,2.12309525,-2725.86811109288
8,8,1,224,1024,50,4,1048576,20,4,6,211.843,2122.33,2.08,2.821071,-4756.15683985949
8,72,1,224,256,256,4,1048576,20,4,6,258.853,1736.89,1.52,1.96555925,-1965.67458232837
8,72,1,256,256,10,1,10485760,20,4,6,138.046,3256.89,1.97,2.50946075,-2181.54938679084
8,72,1,96,256,50,4,1048576,20,4,6,156.002,2882.02,1.69,2.31768875,-1942.20695214376
8,48,1,224,256,10,1,20971520,20,4,6,116.825,3848.49,1.99,2.650463,-2175.20918028199
72,48,1,160,256,50,1,10485760,20,4,6,259.413,1733.14,1.76,2.08851875,-2363.23479235235
8,32,1,64,256,50,1,10485760,20,4,6,126.819,3545.21,1.75,2.3551675,-1656.72232040255
72,32,1,224,256,50,1,2097152,20,4,6,267.715,1679.4,1.78,2.06974825,-2373.69698116176
24,8,1,160,256,256,4,20971520,20,4,6,158.364,2839.03,1.63,2.14984475,-1573.53989661137
8,32,1,96,256,50,1,20971520,20,4,6,111.297,4039.65,1.75,2.3551675,-1453.94794229447
8,20,1,224,256,256,4,52428800,20,4,6,187.92,2392.51,1.55,1.9630255,-1421.51297245819
8,72,1,192,256,50,4,1048576,20,4,6,156.786,2867.6,1.69,2.31768875,-1951.96766194543
8,48,1,128,256,30,4,1048576,20,4,6,114.984,3910.11,1.78,2.3122345,-1421.45476313832
8,8,1,96,256,256,1,5242880,20,4,6,149.407,3009.23,1.58,2.24434975,-1689.05019045626
8,32,1,256,256,50,1,20971520,20,4,6,113.471,3962.25,1.75,2.3551675,-1482.34837381148
8,8,1,192,256,256,1,2097152,20,4,6,148.134,3035.09,1.58,2.24434975,-1674.65889090235
8,72,5,160,1024,256,1,10485760,20,4,6,2103.346,213.75,1.47,1.90345375,-14505.6671013811
8,8,1,96,1024,256,4,10485760,20,4,6,310.346,1448.7,1.77,2.39431625,-4259.81453782668
8,48,1,128,256,10,1,20971520,20,4,6,106.496,4221.76,1.99,2.650463,-1982.88959437887
8,8,5,224,256,256,4,1048576,20,4,6,265.897,1690.88,1.54,2.011685,-2164.67833379011
24,72,1,256,256,256,1,1048576,20,4,6,256.536,1752.58,1.56,2.04081275,-2180.50855735573
8,8,5,64,256,256,4,10485760,20,4,6,249.224,1804,1.54,2.011685,-2028.942760018
8,48,1,256,256,256,4,52428800,20,4,6,216.505,2076.63,1.52,1.91353025,-1516.95929332862
8,32,1,96,256,256,4,52428800,20,4,6,194.28,2314.19,1.56,2.06485625,-1710.39950638573
8,48,1,192,256,50,1,2097152,20,4,6,129.099,3482.6,1.68,2.11714775,-1225.11365408185
48,8,1,128,256,50,1,2097152,20,4,6,135.606,3315.49,2.06,2.638675,-2491.360719768
48,48,1,128,256,50,1,20971520,20,4,6,181.465,2477.61,1.84,2.4472985,-2659.82892825795
8,8,1,96,256,10,4,52428800,20,4,6,72.517,6199.93,2.33,3.24027675,-2467.09653331031
8,8,1,96,256,50,1,20971520,20,4,6,83.594,5378.38,1.98,2.4906585,-1291.56914188946
24,72,1,224,256,256,4,10485760,20,4,6,276.707,1624.82,1.56,2.04081275,-2351.95832701933
8,32,5,64,256,256,4,1048576,20,4,6,386.429,1163.47,1.47,1.83652825,-2393.66048594216
8,48,1,256,256,50,1,2097152,20,4,6,131.88,3409.16,1.68,2.11714775,-1251.50457168773
8,32,5,32,256,50,1,1048576,20,4,6,290.116,1549.72,1.62,2.124655,-2782.51132094639
32,72,1,64,256,50,4,1048576,20,4,6,216.397,2077.66,1.75,2.150469,-2152.04225716166
72,8,1,160,1024,256,1,20971520,20,4,6,842.926,533.38,1.75,2.15510575,-8437.13905204912
8,32,1,32,256,50,1,20971520,20,4,6,106.651,4215.62,1.75,2.3551675,-1393.25410382713
8,48,1,64,256,10,1,20971520,20,4,6,121.651,3695.82,1.99,2.650463,-2265.06631277967
32,8,1,32,256,256,1,1048576,20,4,6,163.334,2752.64,1.58,2.0901465,-1491.44341020445
8,48,1,192,256,10,1,5242880,20,4,6,107.547,4180.5,1.99,2.650463,-2002.4585637645
