"ALIGN_SPLIT","OPTIMIZE_SPLIT","OPTIMIZE_REPS","CUDA_THREADS","N_RESTART","CLIPPING","SIM_THRESH","BUFFER_SIZE","WORKER_PARS","WORKER_BUCK","WORKER_DS","TIME_TOTAL","THROUG","AVG_RMSD","RMSD_0.75","-RMSD^3*TIME"
32,72,5,128,1024,256,1,52428800,20,4,6,2121.588,211.91,1.5,1.926705,-15174.2321337034
20,24,2,64,1024,256,2,20971520,20,4,6,608.591,738.75,1.53,2.0842155,-5510.02272071255
48,72,2,160,1024,256,2,10485760,20,4,6,1302.033,345.3,1.57,2.10826025,-12200.9782509223
72,32,3,192,256,30,4,52428800,20,4,6,380.758,1180.8,1.77,2.268952,-4447.59222350431
32,16,2,160,256,256,2,52428800,20,4,6,244.124,1841.69,1.5,1.98764775,-1917.02925958305
48,32,5,224,256,256,3,20971520,20,4,6,486.801,923.58,1.55,2.01152875,-3962.14344066579
12,72,2,128,256,50,1,20971520,20,4,6,252.404,1781.27,1.74,2.22604875,-2784.1988281216
24,24,2,32,1024,256,3,52428800,20,4,6,611.676,735.03,1.63,2.09796775,-5648.30141698853
48,24,1,128,1024,50,3,10485760,20,4,6,499.29,900.48,1.89,2.49740625,-7777.14955678183
32,16,3,224,1024,50,4,52428800,20,4,6,630.476,713.11,1.75,2.44987725,-9270.46531816793
16,32,4,160,256,50,3,10485760,20,4,6,267.031,1683.7,1.69,2.26103775,-3086.63390336535
32,48,2,96,256,256,3,20971520,20,4,6,324.475,1385.62,1.48,1.869069,-2118.64037497172
12,32,3,96,256,50,2,20971520,20,4,6,216.132,2080.21,1.66,2.07647,-1935.06721623623
72,24,1,160,256,10,3,2097152,20,4,6,210.421,2136.67,2.19,2.852024,-4881.44732936196
72,20,2,160,256,256,2,52428800,20,4,6,373.225,1204.63,1.54,1.92892175,-2678.64127783925
32,24,2,224,256,50,3,52428800,20,4,6,180.385,2492.45,1.67,2.41885275,-2552.87008346595
24,48,3,32,256,256,4,20971520,20,4,6,360.679,1246.54,1.52,1.91852375,-2546.96159504887
72,48,5,128,1024,256,1,52428800,20,4,6,2089.499,215.17,1.51,1.86739825,-13606.7062813772
48,24,2,192,256,256,1,52428800,20,4,6,337.584,1331.81,1.57,1.96317925,-2554.24010762088
32,32,2,128,1024,50,1,10485760,20,4,6,625.741,718.5,1.64,2.180238,-6484.94543659857
48,48,3,32,256,50,2,5242880,20,4,6,313.128,1435.83,1.71,2.203578,-3350.48121691111
16,48,4,160,256,256,4,20971520,20,4,6,433.199,1037.86,1.53,1.9201525,-3066.86466398621
32,48,4,128,1024,256,2,52428800,20,4,6,1370.801,327.98,1.5,1.91869275,-9682.57157752955
12,48,3,192,256,50,2,52428800,20,4,6,300.072,1498.31,1.69,2.25032325,-3419.48099794068
72,32,4,128,256,256,3,20971520,20,4,6,486.801,923.58,1.49,1.9444295,-3578.72284626202
48,32,2,64,256,50,4,10485760,20,4,6,222.566,2020.07,1.79,2.37929875,-2997.82136170658
48,16,5,96,1024,256,2,10485760,20,4,6,1141.36,393.91,1.64,2.1545865,-11416.012911873
20,72,1,160,1024,256,3,20971520,20,4,6,619.338,725.93,1.59,2.0710855,-5502.01552705896
48,48,4,192,1024,50,2,20971520,20,4,6,1623.648,276.9,1.7,2.27208575,-19044.3447912713
48,32,1,224,256,50,2,20971520,20,4,6,186.64,2408.92,1.93,2.5146795,-2967.92314035016
72,72,2,96,256,50,1,10485760,20,4,6,405.549,1108.62,1.68,2.0533495,-3511.00918207232
16,48,2,96,1024,50,2,52428800,20,4,6,712.139,631.33,1.7,2.158895,-7165.71171319277
48,72,3,96,256,10,3,52428800,20,4,6,384.111,1170.49,1.95,2.55550375,-6410.41745425016
72,48,2,96,256,256,2,52428800,20,4,6,448.927,1001.5,1.49,1.793698,-2590.73920855521
16,32,1,192,1024,256,3,20971520,20,4,6,455.165,987.77,1.64,2.13351425,-4420.33824845928
72,72,2,256,256,50,4,20971520,20,4,6,390.146,1152.39,1.73,2.28614075,-4661.6112527997
20,72,3,96,1024,256,2,20971520,20,4,6,1434.164,313.49,1.5,1.952879,-10681.3174544206
24,20,4,224,1024,256,1,52428800,20,4,6,923.059,487.07,1.55,2.10095,-8560.05611511562
24,72,4,224,1024,256,2,20971520,20,4,6,1897.007,237,1.56,2.1233725,-18161.3236864556
48,32,4,64,256,50,2,10485760,20,4,6,315.921,1423.14,1.73,2.34874225,-4093.40368047687
8,24,5,64,1024,256,2,20971520,20,4,6,1026.247,438.1,1.51,1.935183,-7437.34660020086
32,48,3,96,1024,30,3,52428800,20,4,6,1042.886,431.11,1.77,2.404473,-14497.6146374198
24,48,3,192,1024,50,3,20971520,20,4,6,1114.034,403.57,1.72,2.28280125,-13252.6506760314
72,32,4,160,256,50,1,52428800,20,4,6,412.205,1090.72,1.65,2.0224795,-3410.08842219272
48,32,2,256,1024,50,3,20971520,20,4,6,744.058,604.25,1.73,2.283766,-8862.60920495152
48,12,2,192,1024,256,1,10485760,20,4,6,806.598,557.4,1.71,2.17534575,-8303.13352081141
48,48,3,160,256,50,2,20971520,20,4,6,334.243,1345.13,1.71,2.203578,-3576.41250026832
72,12,2,32,1024,50,2,20971520,20,4,6,867.733,518.13,1.76,2.29267675,-10457.1802624024
32,48,4,96,1024,50,3,10485760,20,4,6,1323.874,339.61,1.67,2.201434,-14124.1936042434
12,20,4,96,256,256,1,20971520,20,4,6,305.22,1473.03,1.57,1.98291225,-2379.70692977766
72,24,4,192,256,50,1,20971520,20,4,6,409.855,1096.97,1.71,2.051865,-3540.59774226813
16,20,2,32,256,256,2,20971520,20,4,6,224.111,2006.15,1.54,1.97049875,-1714.71388489968
12,32,2,224,1024,50,2,5242880,20,4,6,560.37,802.32,1.67,2.096856,-5166.31279158057
72,48,5,192,1024,10,1,20971520,20,4,6,2235.785,201.09,1.89,2.5561955,-37343.2606552854
20,48,4,64,256,50,4,52428800,20,4,6,328.228,1369.78,1.67,2.11805375,-3118.79304861002
16,32,4,192,256,50,3,52428800,20,4,6,295.725,1520.33,1.69,2.26103775,-3418.31027510932
48,48,1,160,1024,50,2,5242880,20,4,6,604.53,743.71,1.86,2.45764025,-8973.72571290501
48,48,3,224,1024,256,2,52428800,20,4,6,1400.391,321.05,1.56,2.01676025,-11487.145701448
12,12,5,128,1024,50,1,20971520,20,4,6,634.349,708.75,1.79,2.26615075,-7382.35031755395
20,72,2,128,1024,10,4,20971520,20,4,6,888.365,506.09,1.99,2.5854245,-15352.7797513626
48,48,3,128,256,256,1,10485760,20,4,6,415.005,1083.36,1.56,1.962729,-3137.86566620297
72,72,3,64,1024,50,1,1048576,20,4,6,1790.723,251.07,1.63,2.0758645,-16018.6317509674
32,16,2,96,256,50,2,52428800,20,4,6,154.912,2902.29,1.73,2.19335625,-1634.60412492428
20,48,3,128,1024,50,2,20971520,20,4,6,938.833,478.89,1.62,2.04673125,-8049.53528133103
20,32,3,64,256,50,1,10485760,20,4,6,215.535,2085.97,1.6,2.1083265,-2019.90714971218
72,48,5,128,256,256,3,52428800,20,4,6,619.032,726.29,1.51,1.94143125,-4529.80125309627
48,48,4,64,1024,256,2,20971520,20,4,6,1533.951,293.09,1.56,2.0605095,-13419.4695878046
72,48,4,192,256,256,3,20971520,20,4,6,642.949,699.27,1.51,1.94143125,-4704.81523713959
32,72,4,32,1024,50,2,20971520,20,4,6,1613.754,278.6,1.66,2.18944075,-16937.0169662477
32,32,1,192,1024,50,3,10485760,20,4,6,415.913,1080.99,1.81,2.416169,-5866.57218644983
16,48,4,128,256,256,3,52428800,20,4,6,423.023,1062.82,1.53,1.9201525,-2994.82291222611
20,72,2,96,256,256,2,10485760,20,4,6,367.643,1222.92,1.5,1.99589975,-2923.09192112317
48,24,2,128,256,50,2,52428800,20,4,6,204.719,2196.18,1.76,2.31864125,-2551.87163933037
48,32,5,64,1024,256,3,20971520,20,4,6,1432.426,313.87,1.58,2.082946,-12945.1244086896
32,16,3,192,256,256,1,5242880,20,4,6,308.644,1456.69,1.49,1.98764775,-2423.68459796968
48,8,5,128,1024,50,3,20971520,20,4,6,780.871,575.76,1.98,2.5630845,-13148.2534512237
32,72,3,224,1024,50,3,20971520,20,4,6,1432.809,313.78,1.66,2.24014975,-16107.1778540905
48,48,3,192,256,50,2,52428800,20,4,6,367.765,1222.52,1.71,2.203578,-3935.09914391978
72,48,4,128,256,256,2,52428800,20,4,6,553.696,811.99,1.51,1.94143125,-4051.70142195297
8,48,1,64,1024,50,2,20971520,20,4,6,483.066,930.72,1.69,2.14468325,-4765.36259039423
48,32,4,96,1024,50,3,20971520,20,4,6,1173.282,383.19,1.75,2.3510505,-15247.136251465
16,32,3,96,1024,256,4,52428800,20,4,6,869.674,516.97,1.58,2.09925325,-8045.46202243591
48,48,3,224,256,50,4,5242880,20,4,6,348.589,1289.77,1.73,2.1985265,-3704.32252779785
32,48,3,224,256,30,2,2097152,20,4,6,296.987,1513.87,1.73,2.255739,-3408.81933127872
32,20,2,256,256,50,2,5242880,20,4,6,160.564,2800.13,1.71,2.2886175,-1924.72116597898
24,48,3,224,256,256,3,1048576,20,4,6,397.287,1131.67,1.52,1.91852375,-2805.47171089024
24,48,4,160,1024,50,1,20971520,20,4,6,1247.872,360.29,1.63,2.1834525,-12989.7647380185
24,48,1,160,256,50,3,10485760,20,4,6,138.792,3239.38,1.8,2.35359025,-1809.49339772445
32,32,4,160,1024,50,3,5242880,20,4,6,1023.884,439.11,1.7,2.197907,-10871.2302220785
48,32,5,224,256,256,2,52428800,20,4,6,490.731,916.18,1.55,2.01152875,-3994.13027660453
16,32,5,96,256,256,4,20971520,20,4,6,412.719,1089.36,1.51,2.02974575,-3451.27356332354
16,48,3,64,256,50,3,20971520,20,4,6,264.569,1699.37,1.71,2.23091725,-2937.57755016111
32,8,3,192,256,10,3,20971520,20,4,6,146.738,3063.97,2.27,2.609927,-2608.72125183012
72,8,1,256,1024,256,3,20971520,20,4,6,872.157,515.5,1.78,2.19253775,-9192.54806872366
12,32,4,160,1024,30,2,10485760,20,4,6,904.706,496.95,1.69,2.05294075,-7827.74585067845
72,72,3,224,256,256,1,20971520,20,4,6,620.343,724.76,1.53,1.972887,-4763.63545853911
24,32,5,128,1024,50,1,20971520,20,4,6,1113.967,403.6,1.63,2.0787985,-10007.1292684891
48,24,1,160,256,256,2,52428800,20,4,6,235.169,1911.82,1.6,2.0676605,-2078.82421016602
48,48,4,224,256,256,2,20971520,20,4,6,516.716,870.11,1.56,2.00989075,-4195.360297746
16,20,3,224,1024,256,2,52428800,20,4,6,743.357,604.82,1.56,2.07136875,-6606.4734678309
32,72,4,128,1024,50,2,10485760,20,4,6,1686.581,266.57,1.66,2.18944075,-17701.3665106026
72,16,4,192,1024,50,2,52428800,20,4,6,1339.292,335.7,1.71,2.1766195,-13810.9267401187
16,72,5,64,256,50,4,52428800,20,4,6,510.978,879.88,1.73,2.271687,-5990.28768972859
48,48,4,192,256,256,3,20971520,20,4,6,550.416,816.83,1.56,2.00989075,-4468.97993025987
48,32,1,128,1024,50,2,10485760,20,4,6,536.234,838.44,1.87,2.40836475,-7490.6780789704
48,48,5,64,256,256,1,20971520,20,4,6,540.138,832.38,1.56,2.00989075,-4385.53000198161
48,48,2,192,1024,256,3,52428800,20,4,6,1185.072,379.38,1.57,2.009287,-9613.25937636005
72,32,4,96,256,256,2,20971520,20,4,6,498.697,901.55,1.49,1.9444295,-3666.17641965059
16,48,2,224,256,50,2,20971520,20,4,6,216.242,2079.15,1.69,2.19097425,-2274.32156714667
48,72,3,192,256,256,1,52428800,20,4,6,572.892,784.79,1.56,2.06758525,-5063.64246772845
24,32,2,96,1024,256,1,20971520,20,4,6,723.567,621.36,1.55,1.9774095,-5594.59432518438
12,48,2,64,1024,50,3,2097152,20,4,6,669.641,671.4,1.69,2.27852425,-7921.41928798756
48,48,2,64,1024,50,2,10485760,20,4,6,912.166,492.89,1.71,2.2615385,-10550.8108389639
48,16,3,128,256,256,4,10485760,20,4,6,302.55,1486.03,1.59,2.04108825,-2572.66065729299
48,48,4,192,256,50,2,52428800,20,4,6,439.01,1024.12,1.7,2.23152075,-4878.3976914975
72,48,3,160,256,50,4,52428800,20,4,6,414.104,1085.72,1.72,2.246942,-4697.69711474844
48,20,5,256,1024,50,2,52428800,20,4,6,1045.652,429.97,1.72,2.15664975,-10488.805463161
48,48,4,160,1024,256,3,20971520,20,4,6,1596.409,281.63,1.56,2.0605095,-13965.8711557263
32,72,4,128,256,50,2,20971520,20,4,6,443.757,1013.16,1.67,2.12364275,-4250.00650547244
16,20,1,192,1024,256,2,20971520,20,4,6,394.376,1140.03,1.7,2.1425945,-3879.09517287842
12,32,5,256,1024,256,3,20971520,20,4,6,1189.416,378,1.5,1.849566,-7525.63717359895
72,48,3,192,256,256,3,52428800,20,4,6,562.074,799.89,1.51,1.868376,-3665.9483041493
32,12,2,224,1024,256,2,5242880,20,4,6,598.491,751.22,1.61,2.09138375,-5474.68091161537
48,48,1,160,256,50,4,5242880,20,4,6,181.241,2480.68,1.88,2.46566225,-2716.79711807536
72,32,3,224,1024,256,3,20971520,20,4,6,1502.767,299.18,1.55,1.97935825,-11653.727704783
48,72,2,64,256,256,2,20971520,20,4,6,403.845,1113.3,1.57,2.11927925,-3843.96361393777
48,32,4,96,1024,50,2,20971520,20,4,6,1160.361,387.46,1.73,2.34179875,-14901.906466895
48,16,2,96,256,256,4,1048576,20,4,6,281.37,1597.89,1.59,2.04206925,-2396.01309644632
48,48,3,192,256,256,4,5242880,20,4,6,477.675,941.22,1.56,1.962729,-3611.71547837617
12,24,2,32,1024,50,4,52428800,20,4,6,444.424,1011.64,1.79,2.40905925,-6213.55215792727
32,72,3,224,1024,50,3,20971520,20,4,6,1434.751,313.36,1.66,2.24014975,-16129.0091933636
48,48,4,160,256,256,4,20971520,20,4,6,494.109,909.92,1.56,2.00989075,-4011.80780420768
12,48,3,64,1024,30,1,20971520,20,4,6,897.091,501.17,1.67,2.344287,-11557.6313379106
48,12,1,192,1024,256,1,52428800,20,4,6,568.149,791.34,1.75,2.31830625,-7079.04486456415
72,48,1,224,256,50,3,2097152,20,4,6,290.659,1546.83,1.8,2.194364,-3071.21191748622
48,48,2,224,256,50,3,52428800,20,4,6,278.245,1615.84,1.74,2.19017775,-2923.24662445737
16,72,1,192,1024,50,3,10485760,20,4,6,514.689,873.53,1.84,2.47052175,-7760.87934343129
20,72,4,32,1024,256,2,52428800,20,4,6,1674.145,268.55,1.51,1.92316375,-11908.0832753382
24,32,2,96,256,50,2,52428800,20,4,6,179.813,2500.38,1.69,2.165107,-1824.98449589441
32,12,1,192,256,256,3,5242880,20,4,6,184.945,2430.99,1.55,2.070819,-1642.36249044182
48,16,5,160,1024,50,3,20971520,20,4,6,1014.529,443.16,1.84,2.4322555,-14597.9559259381
48,48,4,224,256,256,4,52428800,20,4,6,513.917,874.85,1.56,2.00989075,-4172.63444162118
20,72,5,96,256,50,2,52428800,20,4,6,538.084,835.55,1.63,2.0553405,-4671.98477049498
32,20,5,64,256,50,4,52428800,20,4,6,259.478,1732.71,1.7,2.302499,-3167.37068282217
48,12,3,64,256,256,1,10485760,20,4,6,284.865,1578.29,1.61,2.083658,-2577.02366211537
32,72,3,192,256,50,2,20971520,20,4,6,419.903,1070.72,1.66,2.11588575,-3977.64132099636
48,72,3,128,1024,256,1,52428800,20,4,6,1585.706,283.53,1.55,2.0799055,-14267.6839172765
20,32,2,192,1024,30,4,52428800,20,4,6,622.341,722.43,1.76,2.39009975,-8497.21276283095
48,16,5,128,256,256,1,20971520,20,4,6,360.633,1246.69,1.6,2.04108825,-3066.55538199155
32,48,4,96,1024,256,3,52428800,20,4,6,1430.711,314.25,1.51,1.9590045,-10756.1838565511
48,48,1,256,1024,256,1,52428800,20,4,6,763.567,588.81,1.69,2.12014725,-7276.88020471325
48,12,3,128,256,256,1,10485760,20,4,6,286.873,1567.24,1.61,2.083658,-2595.18898082257
48,48,2,64,1024,50,4,5242880,20,4,6,912.178,492.88,1.78,2.356165,-11931.5453125132
32,48,1,160,1024,30,1,52428800,20,4,6,456.656,984.55,1.73,2.3205945,-5706.72498764164
72,16,2,224,1024,50,2,20971520,20,4,6,996.48,451.18,1.72,2.16718625,-10142.7867898807
12,48,2,96,1024,50,3,20971520,20,4,6,686.993,654.44,1.69,2.27852425,-8126.68220869457
24,72,5,128,256,256,4,10485760,20,4,6,615.357,730.63,1.54,2.04006575,-5224.67931787535
48,12,4,192,1024,256,2,20971520,20,4,6,1044.076,430.62,1.7,2.18920525,-10954.4746761038
48,48,5,128,256,256,3,20971520,20,4,6,536.414,838.16,1.56,2.00989075,-4355.29381469728
32,72,4,96,1024,30,4,52428800,20,4,6,1710.926,262.78,1.77,2.41611675,-24131.5364667672
72,24,1,224,256,30,4,52428800,20,4,6,247.602,1815.82,1.98,2.56796425,-4192.96337147566
16,48,3,128,256,256,2,20971520,20,4,6,360.793,1246.14,1.54,1.93909125,-2630.58804951646
72,48,3,224,256,256,3,5242880,20,4,6,535.107,840.2,1.51,1.868376,-3490.06465196472
48,32,5,224,256,256,2,20971520,20,4,6,490.51,916.59,1.55,2.01152875,-3992.33152577948
48,48,3,256,256,256,4,20971520,20,4,6,418.544,1074.2,1.56,1.962729,-3164.62415487827
48,48,2,64,1024,256,2,52428800,20,4,6,1028.059,437.32,1.57,2.009287,-8339.57584113146
12,16,3,224,1024,50,2,2097152,20,4,6,528.757,850.29,1.76,2.159752,-5326.81708991544
12,48,1,224,1024,50,3,52428800,20,4,6,434.85,1033.92,1.79,2.34609175,-5615.31923658414
8,48,2,224,1024,256,3,52428800,20,4,6,856.735,524.78,1.5,1.96429125,-6493.28037232442
24,12,2,192,1024,50,1,20971520,20,4,6,451.185,996.48,1.75,2.36461675,-5965.36384409549
20,48,5,64,256,256,2,2097152,20,4,6,491.86,914.08,1.46,2.002807,-3951.47107604297
72,48,1,32,256,30,2,52428800,20,4,6,248.432,1809.75,1.88,2.25964025,-2866.32506709418
48,32,3,160,1024,50,2,1048576,20,4,6,987.011,455.51,1.71,2.284226,-11763.5717148195
24,24,3,128,256,50,2,52428800,20,4,6,195.917,2294.85,1.77,2.116758,-1858.17131459838
48,12,4,256,256,256,2,20971520,20,4,6,310.327,1448.79,1.61,2.1255075,-2979.93978349203
24,72,3,64,1024,50,1,52428800,20,4,6,1282.612,350.53,1.62,2.14652725,-12685.4102610227
24,72,4,256,1024,50,2,10485760,20,4,6,1604.462,280.21,1.69,2.246733,-18196.3310122238
72,32,3,256,1024,256,1,20971520,20,4,6,1370.468,328.06,1.52,1.97935825,-10627.7692417511
12,72,5,224,256,50,3,10485760,20,4,6,552.938,813.11,1.71,2.26037825,-6385.86593269699
16,72,2,224,256,50,3,52428800,20,4,6,276.693,1624.9,1.73,2.26261525,-3205.01673823496
72,48,3,224,256,256,3,2097152,20,4,6,537.857,835.91,1.51,1.868376,-3508.00064942486
72,8,2,160,256,256,2,20971520,20,4,6,333.099,1349.75,1.58,2.15311,-3324.84943323037
16,48,2,64,256,50,2,52428800,20,4,6,202.467,2220.61,1.69,2.19097425,-2129.44323829545
48,72,3,96,1024,50,2,52428800,20,4,6,1542.626,291.45,1.68,2.2810185,-18308.2599294363
72,16,1,160,1024,50,4,20971520,20,4,6,786.207,571.86,1.93,2.49641975,-12231.7820918295
12,48,4,160,1024,256,1,52428800,20,4,6,1353.797,332.1,1.51,2.00731575,-10949.6597478007
32,48,4,160,1024,256,3,52428800,20,4,6,1432.644,313.82,1.51,1.9590045,-10770.7162837113
32,48,3,192,256,50,3,20971520,20,4,6,328.563,1368.38,1.66,2.29114975,-3951.6555543671
48,72,4,96,256,10,2,2097152,20,4,6,474.5,947.52,1.94,2.56669275,-8023.38936346346
48,32,2,192,1024,10,3,20971520,20,4,6,839.242,535.72,2.03,2.51792475,-13397.2434827242
72,20,3,96,1024,50,1,52428800,20,4,6,1141.669,393.81,1.65,2.19986175,-12154.1998810803
48,72,3,96,256,256,3,20971520,20,4,6,515.132,872.78,1.56,2.06758525,-4553.11694295939
8,16,4,96,256,50,2,20971520,20,4,6,189.446,2373.24,1.71,2.0103725,-1539.27084859209
72,72,4,160,256,50,2,10485760,20,4,6,595.011,755.61,1.66,2.038899,-5043.26899844079
20,48,3,96,1024,256,2,20971520,20,4,6,1117.769,402.23,1.49,1.99747525,-8908.3296850072
32,48,2,96,256,256,3,52428800,20,4,6,328.041,1370.56,1.48,1.869069,-2141.92436164912
48,8,3,96,1024,50,2,52428800,20,4,6,650.908,690.72,1.97,2.5630845,-10959.9451861179
72,48,5,192,256,50,2,20971520,20,4,6,602.646,746.04,1.65,1.966116,-4580.25534972601
12,32,1,192,256,50,3,20971520,20,4,6,114.249,3935.27,1.74,2.283412,-1360.20774902859
72,12,1,224,1024,256,2,52428800,20,4,6,971.225,462.92,1.67,2.11527725,-9192.24833377091
12,72,3,192,1024,256,3,10485760,20,4,6,1575.14,285.43,1.56,1.950366,-11686.0438798193
24,12,5,128,256,30,3,20971520,20,4,6,192.611,2334.24,1.9,2.3941965,-2643.38524062005
20,8,2,160,1024,256,2,52428800,20,4,6,470.793,954.98,1.63,2.0829285,-4254.54463108604
48,72,4,160,1024,50,4,52428800,20,4,6,1884.73,238.54,1.73,2.29365375,-22742.212630195
32,48,4,128,1024,256,3,20971520,20,4,6,1396.191,322.01,1.51,1.9590045,-10496.6601185438
72,32,4,96,256,10,2,10485760,20,4,6,384.777,1168.47,1.88,2.261675,-4451.43152004236
48,16,3,128,1024,50,2,20971520,20,4,6,733.031,613.34,1.8,2.39805125,-10108.7562026703
24,32,2,224,1024,256,2,10485760,20,4,6,761.747,590.22,1.57,1.9774095,-5889.80072809598
72,48,2,96,256,256,4,20971520,20,4,6,443.989,1012.63,1.49,1.793698,-2562.24221413998
72,72,1,160,256,256,4,20971520,20,4,6,375.732,1196.6,1.57,2.07924225,-3377.48522962446
24,48,5,256,1024,30,3,20971520,20,4,6,1433.202,313.7,1.75,2.28207975,-17033.3416475804
48,48,2,128,256,30,4,52428800,20,4,6,248.032,1812.67,1.83,2.33847225,-3171.78964609245
48,48,5,96,1024,256,3,52428800,20,4,6,1851.79,242.79,1.56,2.063629,-16273.7110868837
12,48,4,160,1024,50,3,20971520,20,4,6,1218.929,368.84,1.7,2.281217,-14470.3224121018
48,48,2,64,256,50,3,52428800,20,4,6,255.178,1761.91,1.74,2.19017775,-2680.90433659466
48,48,5,128,1024,256,4,5242880,20,4,6,1763.328,254.97,1.57,2.08892925,-16073.2721085567
72,32,4,224,256,50,1,5242880,20,4,6,426.967,1053.01,1.65,2.0224795,-3532.2114563345
48,32,3,128,1024,50,3,52428800,20,4,6,952.57,471.98,1.75,2.3510505,-12378.9204803773
16,48,4,224,256,50,4,20971520,20,4,6,349.643,1285.88,1.73,2.27183575,-4099.73349460937
24,24,4,96,256,50,1,20971520,20,4,6,241.16,1864.32,1.74,2.14822525,-2390.80814090107
32,20,5,128,1024,256,2,2097152,20,4,6,1028.51,437.13,1.52,2.06941975,-9114.94992913922
72,48,3,192,256,256,3,10485760,20,4,6,568.477,790.88,1.51,1.868376,-3707.7098284174
72,72,1,160,256,256,3,10485760,20,4,6,400.785,1121.8,1.57,2.07924225,-3602.68866573792
24,32,3,64,1024,50,2,2097152,20,4,6,750.63,598.96,1.69,2.1382115,-7338.00326414747
24,20,3,256,1024,256,2,52428800,20,4,6,715.462,628.4,1.57,2.071932,-6363.74935493047
48,72,2,128,256,50,4,20971520,20,4,6,311.098,1445.2,1.8,2.404507,-4324.89289068759
32,32,4,192,256,50,1,52428800,20,4,6,322.152,1395.61,1.65,2.16200275,-3255.58889178275
32,72,3,224,1024,256,1,20971520,20,4,6,1588.315,283.06,1.49,1.85244975,-10096.6184697922
32,24,5,96,1024,30,2,52428800,20,4,6,1033.063,435.21,1.69,2.14015425,-10126.5622088146
12,32,2,128,256,256,1,52428800,20,4,6,256.893,1750.14,1.51,1.916184,-1807.44004039454
32,32,4,96,1024,50,2,20971520,20,4,6,1015.745,442.63,1.68,2.15396925,-10150.8682327448
